black,blue,brown,green,grey,orange,pink,purple,red,turquoise,white,yellow,red_blue_ratio,red_blue_dominance,red_green_ratio,red_green_dominance,red_yellow_ratio,red_yellow_dominance,red_purple_ratio,red_purple_dominance,blue_yellow_ratio,blue_yellow_dominance,blue_orange_ratio,blue_orange_dominance,blue_green_ratio,blue_green_dominance,blue_purple_ratio,blue_purple_dominance,yellow_purple_ratio,yellow_purple_dominance,yellow_green_ratio,yellow_green_dominance,yellow_orange_ratio,yellow_orange_dominance,green_purple_ratio,green_purple_dominance,green_orange_ratio,green_orange_dominance,purple_orange_ratio,purple_orange_dominance,black_white_ratio,black_white_dominance,black_grey_ratio,black_grey_dominance,black_brown_ratio,black_brown_dominance,white_grey_ratio,white_grey_dominance,white_brown_ratio,white_brown_dominance,grey_brown_ratio,grey_brown_dominance,red_orange_ratio,red_orange_dominance,orange_yellow_ratio,orange_yellow_dominance,blue_turquoise_ratio,blue_turquoise_dominance,green_turquoise_ratio,green_turquoise_dominance,purple_pink_ratio,purple_pink_dominance,red_pink_ratio,red_pink_dominance,red_green_complementary,blue_orange_complementary,yellow_purple_complementary,analogous_group_1,analogous_group_2,analogous_group_3,analogous_group_4,analogous_group_5,warm_colors_total,cool_colors_total,neutral_colors_total,warm_cool_balance,warm_cool_ratio,num_dominant_colors,palette_variance,primary_dominance,color_diversity,dominant_is_warm,dominant_is_cool,dominant_is_neutral,color_balance,emotion_group,url,anger,anticipation,arrogance,disagreeableness,disgust,fear,gratitude,happiness,humility,love,optimism,pessimism,sadness,surprise,trust,dominant_emotion
0.17,0.0,0.71,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994152047,1.0,0.58419244,1.0,0.192962543,0.0,0.0,0.0,0.0,0.0,0.144404332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.205396881,0.71,0.711115498,0.0,0.0,1.0,0.794808311,positive,https://uploads1.wikiart.org/images/jan-van-eyck/the-ghent-altarpiece-1432-1.jpg,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.9,trust
0.84,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998810939,1.0,0.839160839,1.0,0.998810939,1.0,0.0,0.0,0.0,0.0,0.99378882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.242686979,0.84,0.711430465,0.0,0.0,1.0,0.757555466,positive,https://uploads5.wikiart.org/images/jan-van-eyck/the-arnolfini-wedding-the-portrait-of-giovanni-arnolfini-and-his-wife-giovanna-cenami-the-1434.jpg,0.0,0.136,0.102,0.0,0.034,0.068,0.051,0.305,0.119,0.458,0.085,0.051,0.068,0.051,0.373,love
0.19,0.0,0.1,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.994764398,1.0,0.210876804,0.0,0.652920962,1.0,0.0,0.0,0.0,0.0,0.875462392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.206015592,0.71,0.710245299,0.0,0.0,1.0,0.794190218,positive,https://uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg,0.083,0.0,0.083,0.083,0.083,0.0,0.167,0.333,0.167,0.417,0.167,0.0,0.083,0.083,0.583,trust
0.44,0.0,0.15,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997732426,1.0,0.517038778,1.0,0.744500846,1.0,0.0,0.0,0.0,0.0,0.73083779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.165382935,0.44,0.624982007,0.0,0.0,1.0,0.834782283,positive,https://uploads2.wikiart.org/images/rogier-van-der-weyden/portrait-of-a-young-woman-in-a-pinned-hat-1435.jpg,0.0,0.273,0.091,0.0,0.0,0.0,0.091,0.364,0.182,0.0,0.182,0.0,0.0,0.0,0.455,trust
0.575757576,0.0,0.0,0.0,0.323232323,0.0,0.0,0.0,0.0,0.0,0.101010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.849491051,1.0,0.63973782,1.0,0.998266169,1.0,0.237535333,0.0,0.990197049,1.0,0.996915792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.18162039,0.575757576,0.685100989,0.0,0.0,1.0,0.818561049,negative,https://uploads3.wikiart.org/images/konrad-witz/the-synagoge.jpg,0.077,0.385,0.077,0.077,0.154,0.077,0.154,0.231,0.154,0.154,0.077,0.154,0.462,0.231,0.154,sadness
0.59,0.0,0.14,0.0,0.21,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998307953,1.0,0.736579276,1.0,0.807113543,1.0,0.0,0.0,0.0,0.0,0.598290598,1.0,0.0,0.0,0.983606557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.06,0.06,0.0,0.94,0.06,60.0,4.0,0.173746594,0.59,0.706012532,0.0,0.0,1.0,0.826426979,positive,https://uploads0.wikiart.org/images/jan-van-eyck/portrait-of-giovanni-arnolfini-1435.jpg,0.0,0.182,0.364,0.091,0.0,0.0,0.0,0.091,0.182,0.091,0.364,0.0,0.0,0.091,0.545,trust
0.45,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.816696915,1.0,0.499445061,0.0,0.997782705,1.0,0.181488203,0.0,0.99009901,1.0,0.997782705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.173641916,0.45,0.614984664,0.0,0.0,1.0,0.826531552,neutral,https://uploads5.wikiart.org/images/konrad-witz/st-christopher.jpg,0.014,0.183,0.014,0.014,0.028,0.07,0.254,0.239,0.366,0.268,0.169,0.056,0.085,0.042,0.324,humility
0.25,0.0,0.67,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996015936,1.0,0.755287009,1.0,0.271444083,0.0,0.0,0.0,0.0,0.0,0.106524634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.198738445,0.67,0.703817518,0.0,0.0,1.0,0.801460094,positive,https://uploads6.wikiart.org/images/robert-campin/virgin-and-child-in-an-interior.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,0.143,0.571,0.143,0.0,0.071,0.071,0.286,love
0.28,0.0,0.22,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996441281,1.0,0.358514725,0.0,0.558882236,1.0,0.0,0.0,0.0,0.0,0.693481276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.163336425,0.5,0.673979191,0.0,0.0,1.0,0.836826748,positive,https://uploads5.wikiart.org/images/jan-van-eyck/the-lucca-madonna-1436.jpg,0.0,0.083,0.0,0.0,0.083,0.0,0.0,0.417,0.167,0.75,0.25,0.083,0.0,0.0,0.083,love
0.25,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996015936,1.0,0.24975025,0.0,0.996015936,1.0,0.0,0.0,0.0,0.0,0.998668442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.221906341,0.75,0.704518853,0.0,0.0,1.0,0.778315344,positive,https://uploads2.wikiart.org/images/paolo-uccello/equestrian-monument-of-sir-john-hawkwood-1436.jpg,0.0,0.1,0.4,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.7,trust
0.3,0.0,0.07,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996677741,1.0,0.322234157,0.0,0.808625337,1.0,0.0,0.0,0.0,0.0,0.89871612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.192700112,0.63,0.694611549,0.0,0.0,1.0,0.807492395,positive,https://uploads4.wikiart.org/images/robert-campin/werl-altarpiece-1438.jpg,0.0,0.182,0.091,0.0,0.0,0.091,0.273,0.273,0.273,0.091,0.091,0.091,0.091,0.091,0.0,gratitude
0.31,0.0,0.41,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736342043,1.0,0.644490644,1.0,0.429958391,0.0,0.391459075,0.0,0.211132438,0.0,0.292598967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.142020058,0.41,0.654452413,0.0,0.0,1.0,0.85812182,positive,https://uploads4.wikiart.org/images/konrad-witz/st-catherine-and-mary-magdalene.jpg,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.4,0.4,0.3,0.1,0.0,0.0,0.0,0.6,trust
0.178217822,0.0,0.227722772,0.0,0.455445545,0.0,0.0,0.0,0.0,0.0,0.138613861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560730195,1.0,0.280806852,0.0,0.437945549,0.0,0.232941216,0.0,0.377348319,0.0,0.665692248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.143631589,0.455445545,0.685325905,0.0,0.0,1.0,0.856511899,negative,https://uploads3.wikiart.org/images/andrea-del-castagno/crucifixion-and-saints.jpg,0.0,0.1,0.0,0.0,0.1,0.2,0.1,0.0,0.1,0.2,0.0,0.1,0.7,0.1,0.4,sadness
0.64,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998439938,1.0,0.639360639,1.0,0.998439938,1.0,0.0,0.0,0.0,0.0,0.997229917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.203574125,0.64,0.682411662,0.0,0.0,1.0,0.796629246,positive,https://uploads7.wikiart.org/images/pisanello/portrait-of-leonillo-d-este.jpg,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.1,0.3,0.0,0.2,0.0,0.0,0.0,0.6,trust
0.34,0.0,0.16,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.770975057,1.0,0.458839406,0.0,0.678642715,1.0,0.199600798,0.0,0.383141762,0.0,0.713012478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.143927591,0.4,0.641078326,0.0,0.0,1.0,0.856216193,positive,https://uploads8.wikiart.org/images/jan-van-eyck/virgin-and-child-with-saints-and-donor-1441.jpg,0.0,0.1,0.0,0.0,0.1,0.0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.1,0.8,trust
0.29,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.850439883,1.0,0.304942166,0.0,0.996563574,1.0,0.070323488,0.0,0.980392157,1.0,0.998487141,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.199742258,0.66,0.697818066,0.0,0.0,1.0,0.800457285,positive,https://uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,0.0,0.117,0.026,0.0,0.026,0.026,0.338,0.273,0.312,0.208,0.169,0.013,0.013,0.039,0.662,trust
